 Investigation Type , Accident Number , Event Date , Location , Latitude , Longitude , Airport Code , Airport Name , Injury Severity , Aircraft Damage , Aircraft Category , Registration Number , Make , Model , Number of Engines , Engine Type , FAR Description , Schedule , Purpose of Flight , Air Carrier , Total Fatal Injuries , Total Serious Injuries , Total Minor Injuries , Total Uninjured , Weather Condition , Broad Phase of Flight , Publication Date 
 Accident , ATL06CA018 ,11/5/2005," Durham, NC ",36.06,-78.783889, 8NC8 , Lake Ridge Aero Park Airport , Non-Fatal , Substantial , Airplane , N5144L , Cessna , 152 ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,2, VMC , LANDING ,2/28/2006
 Accident , ATL06CA012 ,11/5/2005," Monroesville, AL ",31.457778,-87.350833, KMVC , Monroe County Airport , Non-Fatal , Substantial , Airplane , N704VR , Cessna , 150 ,1, Reciprocating , Part 91: General Aviation ,  , Instructional ,  ,,,,1, VMC , TAKEOFF ,2/28/2006
 Accident , LAX06CA027 ,11/4/2005," Tucson, AZ ",32.142222,-111.174445, RYN , Ryan Field Airport , Non-Fatal , Substantial , Airplane , N515AB , Lee Kolb , Mark III Classic ,1, Reciprocating , Part 91: General Aviation ,  , Instructional ,  ,,,,2, VMC , APPROACH ,2/28/2006
 Accident , LAX06CA025 ,11/3/2005," Torrance, CA ",33.805556,-118.343611, KTOA , Zamperini Field Airport , Non-Fatal , Substantial , Airplane , N182HG , Cessna , 182Q ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,1, VMC , TAXI ,2/28/2006
 Accident , SEA06CA018 ,11/2/2005," Tacoma, WA ",47.268056,-122.578056,  ,  , Non-Fatal , Substantial , Airplane , N1959P , Piper , PA-24-250 ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,3, VMC , CRUISE ,3/28/2006
 Accident , DFW06CA018 ,11/2/2005," Lubbock, TX ",33.663611,-101.822778, KLBB , Lubbock International Airport , Non-Fatal , Substantial , Airplane , N828MC , Piper , PA28A ,1, Reciprocating , Part 91: General Aviation ,  , Instructional ,  ,,,,2, VMC , LANDING ,7/25/2007
 Accident , CHI06CA025 ,11/2/2005," Canton, IL ",40.569167,-90.074723,  ,  , Non-Fatal , Destroyed , Airplane , N9664D , Piper , PA22-150 ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,1,, VMC , CLIMB ,2/28/2006
 Accident , MIA06CA014 ,11/1/2005," Daytona Beach, FL ",29.18,-81.058056, KDAB , Daytona Beach International , Non-Fatal , Substantial , Airplane , N442ER , Cessna , 172S ,1, Reciprocating , Part 91: General Aviation ,  , Instructional ,  ,,,,1, VMC , LANDING ,2/28/2006
 Accident , LAX06CA039 ,10/30/2005," Livermore, CA ",37.7,-121.822778, UNKN , Unknown , Non-Fatal , Substantial , Airplane , N51732 , Cessna , 182T ,1, Reciprocating , Part 91: General Aviation ,  , Unknown ,  ,,,,1, VMC , UNKNOWN ,2/28/2006
 Accident , ATL06CA011 ,10/29/2005," Bennettsville, SC ",34.619723,-79.738333, BBP , MARLBORO COUNTY , Non-Fatal , Substantial , Airplane , N3029Z , Piper , PA-22-160 ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,3, VMC , LANDING ,6/28/2006
 Accident , NYC06CA023 ,10/28/2005," Pittsfield, MA ",42.426667,-73.292777, PSF , Pittsfield Municipal Airport , Non-Fatal , Substantial , Airplane , N120V , Beech , M35 ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,2, VMC , LANDING ,2/28/2006
 Accident , MIA06CA012 ,10/28/2005," Titusville, FL ",28.514722,-80.799166, KTIX , Space Coast Regional Airport , Non-Fatal , Substantial , Airplane , N49005 , Cessna , 152 ,1, Reciprocating , Part 91: General Aviation ,  , Instructional ,  ,,,,1, VMC , LANDING ,1/31/2006
 Accident , LAX06CA022 ,10/28/2005," Beatty, NV ",36.860833,-116.786944, BTY , Beatty Airport , Non-Fatal , Substantial , Airplane , N2876J , Cessna , T188C ,1, Reciprocating , Part 91: General Aviation ,  , Positioning ,  ,,,,1, VMC , LANDING ,2/28/2006
 Accident , CHI06CA020 ,10/28/2005," Glencoe, MN ",44.756111,-94.081111, GYL , Glencoe Municipal Airport , Non-Fatal , Substantial , Airplane , N15127 , Stinson , SR-6A ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,1, VMC , LANDING ,1/31/2006
 Accident , SEA06CA014 ,10/27/2005," Yelm, WA ",46.877223,-122.601111,  ,  , Non-Fatal , Substantial , Airplane , N85534 , Aeronca , 7AC ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,1,,, VMC , TAKEOFF ,2/28/2006
 Accident , LAX06CA020 ,10/27/2005," Prescott, AZ ",34.654444,-112.419445, PRC , Ernest A. Love Field Airport , Non-Fatal , Substantial , Airplane , N8154H , Piper , PA-44-180 ,2, Reciprocating , Part 91: General Aviation ,  , Instructional ,  ,,,,2, VMC , LANDING ,2/28/2006
 Accident , CHI06CA022 ,10/27/2005," Manitowish Wate, WI ",46.121945,-89.882223, D25 , Manitowish Waters Airport , Non-Fatal , Substantial , Airplane , N20KK , Cessna , 180 ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,2, VMC , APPROACH ,1/31/2006
 Accident , CHI06CA019 ,10/27/2005," Brainerd, MN ",46.398333,-94.138055, BRD , Brainerd Lakes Regional , Non-Fatal , Substantial , Airplane , CF-JVT , Piper , PA-12 ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,1, VMC , TAKEOFF ,1/31/2006
 Accident , LAX06CA028 ,10/26/2005," Sacramento, CA ",38.6675,-121.400556, MCC , Mc Clellan Airfield , Non-Fatal , Substantial , Airplane , N888DV , Learjet , 25D ,2, Turbo Jet , Part 91: General Aviation ,  , Positioning ,  ,,,,2, VMC , LANDING ,2/28/2006
 Accident , DFW06CA016 ,10/26/2005," BAKER, LA ",30.580556,-91.1225, KBTR ," Baton Rouge, LA ", Non-Fatal , Substantial , Airplane , N59051 , Cessna , 210L ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,1, VMC , TAKEOFF ,7/25/2007
 Accident , CHI06CA017 ,10/26/2005," Cuba, MO ",38.068889,-91.428889,  ,  , Non-Fatal , Substantial , Airplane , N5065N , Bellanca , 7ECA ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,1, VMC , LANDING ,2/28/2006
 Accident , DFW06CA014 ,10/23/2005," San Antonio, TX ",29.572778,-98.463056, T94 , Twin Oaks Airpark , Non-Fatal , Substantial , Airplane , N3331F , Cessna , 182J ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,2, VMC , LANDING ,2/28/2006
 Accident , ANC06CA008 ,10/23/2005," Skwentna, AK ",61.95,-151.183333,  ,  , Non-Fatal , Substantial , Airplane , N3308S , Cessna , 185 ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,3, VMC , TAXI ,2/28/2006
 Accident , ANC06CA006 ,10/23/2005," Naknek, AK ",58.732778,-157.02, 5NK , Naknek , Non-Fatal , Substantial , Airplane , N6832A , Cessna , 172 ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,2, VMC , TAKEOFF ,2/28/2006
 Accident , DFW06LA024 ,10/22/2005," San Antonio, TX ",29.533611,-98.469723, SAT , San Antonio International , Non-Fatal ,  , Airplane , N679MG , Boeing , 727-225 ,3, Turbo Fan , Part 91: General Aviation ,  , Positioning ,  ,,1,,4, VMC , TAXI ,4/25/2014
 Accident , NYC06CA017 ,10/21/2005," Shelburne, VT ",44.363611,-73.173889, VT8 , Shelburne Airport , Non-Fatal , Substantial , Airplane , N1693Q , Cessna , 150L ,1, Reciprocating , Part 91: General Aviation ,  , Instructional ,  ,,,,2, VMC , CRUISE ,2/28/2006
 Accident , NYC06CA014 ,10/21/2005," Esperance, NY ",42.781389,-74.325556, NY05 , Hogan Airport , Non-Fatal , Substantial , Airplane , N2536W , Beechcraft , BE-24R ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,1,2, VMC , LANDING ,2/28/2006
 Accident , NYC06CA013 ,10/21/2005," West Milford, NJ ",41.128056,-74.346666, 4N1 , Greenwood Lake Airport , Non-Fatal , Substantial , Airplane , N46475 , Cessna , 172K ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,3, VMC , TAKEOFF ,2/28/2006
 Accident , SEA06CA009 ,10/20/2005," Lake Powell, UT ",37.559166,-110.757778,  ,  , Non-Fatal , Substantial , Airplane , N7377H , Cessna , A185F ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,1, VMC , TAKEOFF ,2/28/2006
 Accident , MIA06CA011 ,10/19/2005," Vero Beach, FL ",27.656389,-80.416945, KVRB , Vero Beach Municipal , Non-Fatal , Substantial , Airplane , N9234V , Piper , PA-28-161 ,1, Reciprocating , Part 91: General Aviation ,  , Instructional ,  ,,,,1, VMC , LANDING ,1/31/2006
 Accident , LAX06CA013 ,10/19/2005," Upland, CA ",36.111389,-117.6875, CCB , Cable Airport , Non-Fatal , Substantial , Airplane , N4252P , Piper , PA-23-160 ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,1,2, VMC , LANDING ,2/28/2006
 Accident , DFW06CA017 ,10/19/2005," Houston, TX ",29.645277,-95.278889, HOU , WILLIAM P HOBBY , Non-Fatal , Substantial , Airplane , N564BR , Hawker Siddeley , 125-700 ,2, Turbo Fan , Part 135: Air Taxi & Commuter , NSCH ,  , Kaleidoscope Charter Services Corp. ,,,,10, VMC , APPROACH ,2/28/2006
 Accident , CHI06CA014 ,10/19/2005," Kankakee, IL ",41.071389,-87.846389, IKK , Greater Kankakee , Non-Fatal , Substantial , Airplane , N3610Y , Cessna , 210C ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,2, VMC , APPROACH ,2/28/2006
 Accident , MIA06CA005 ,10/18/2005," Bunnell, FL ",29.478611,-81.206389, X47 , Flagler County Airport , Non-Fatal , Substantial , Airplane , N2621U , Cessna , 172R ,1, Reciprocating , Part 91: General Aviation ,  , Instructional ,  ,,,,1, VMC , LANDING ,1/31/2006
 Accident , DFW06CA008 ,10/17/2005," Hitchcock, TX ",29.36,-95.009722, 37TE , Johnnie Volk Field Airport , Non-Fatal , Substantial , Airplane , N53795 , Cessna , 172P ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,1,3, VMC , CRUISE ,2/28/2006
 Accident , MIA06CA010 ,10/16/2005," Punta Gorda, FL ",26.922778,-81.995277, KPGD , Punta Gorda , Non-Fatal , Substantial , Airplane , N3588F , Cessna , 182J ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,1, VMC , LANDING ,1/31/2006
 Accident , CHI06CA013 ,10/16/2005," Peoria, IL ",40.795277,-89.613333,  ,  , Non-Fatal , Substantial , Airplane , N152SG , Cessna , 152 ,1, Reciprocating , Part 91: General Aviation ,  , Instructional ,  ,,,1,, VMC , GO-AROUND ,1/31/2006
 Accident , LAX06CA010 ,10/15/2005," Mokelumne Hill, CA ",38.316667,-120.7, NONE , Private , Non-Fatal , Substantial , Airplane , N2728B , Cessna , 182B ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,1, VMC , LANDING ,2/28/2006
 Accident , CHI06CA035 ,10/15/2005," Imperial, NE ",40.510278,-101.62,  ,  , Non-Fatal , Substantial , Airplane , N3428R , Piper , PA-28-180 ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,1, VMC , TAKEOFF ,2/28/2006
 Accident , CHI06CA009 ,10/14/2005," Hanover, MI ",42.1,-84.566667,  ,  , Non-Fatal , Substantial , Airplane , N5227X , Cessna , U206G ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,1, VMC , LANDING ,2/28/2006
 Accident , ATL06CA005 ,10/14/2005," Morgantown, NC ",35.82,-81.611389, MRN , Morgantown-Lenoir Airport , Non-Fatal , Substantial , Airplane , N9202U , Cessna , 150M ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,1, VMC , LANDING ,1/31/2006
 Accident , SEA06CA013 ,10/13/2005," Medical Lake, WA ",47.436666,-117.780556, NONE ,  , Non-Fatal , Substantial , Airplane , None , North Wing , Apache ST Trike ,1, Reciprocating , Unknown , NSCH ,  ,  ,,1,,1, VMC , MANEUVERING ,2/28/2006
 Accident , CHI06CA008 ,10/13/2005," Ottumwa, IA ",41.106667,-92.448055,  ,  , Non-Fatal , Substantial , Airplane , N310SK , Cessna , 310R ,1, Reciprocating , Part 135: Air Taxi & Commuter , NSCH ,  ,  ,,,2,3, IMC , LANDING ,2/28/2006
 Accident , DFW06CA004 ,10/12/2005," Spring, TX ",30.061667,-95.552778, DWH , David Wayne Hooks Memorial , Non-Fatal , Substantial , Airplane , N94JA , Cessna , 172 ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,1, VMC , LANDING ,2/28/2006
 Accident , ATL06CA004 ,10/12/2005," Millington, TN ",35.278889,-89.930556, 2M8 , Charles Baker , Non-Fatal , Substantial , Airplane , N273PS , Beech , F33A ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,3, VMC , DESCENT ,1/31/2006
 Accident , LAX06CA008 ,10/11/2005," Riverside, CA ",33.983333,-117.410556, RIR , FLABOB , Non-Fatal , Substantial , Airplane , N14715 , Bellanca , 17-30A ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,1, VMC , LANDING ,1/31/2006
 Accident , CHI06CA004 ,10/9/2005," Lake Elmo, MN ",44.9975,-92.855556,  ,  , Non-Fatal , Substantial , Airplane , N13585 , Cessna , 172M ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,1,, VMC , CRUISE ,2/28/2006
 Accident , ANC06CA004 ,10/9/2005," Seward, AK ",60.050278,-147.824723,  ,  , Non-Fatal , Substantial , Airplane , N4447Z , Cessna , 206 ,1, Reciprocating , Part 91: General Aviation ,  , Positioning ,  ,,,,1, VMC , LANDING ,2/28/2006
 Accident , ANC06CA003 ,10/9/2005," Willow, AK ",61.75,-151.5,  ,  , Non-Fatal , Substantial , Airplane , N5947D , Piper , PA-22 ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,1, VMC , LANDING ,2/28/2006
 Accident , NYC06CA006 ,10/7/2005," Ithaca, NY ",42.535833,-76.523611, ITH , Ithaca Regional Airport , Non-Fatal , Substantial , Airplane , N1163A , Mooney , M20K ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,1,, IMC , APPROACH ,1/31/2006
 Accident , MIA06CA003 ,10/5/2005," Jacksonville, FL ",30.336389,-81.514444, KCRG , Craig Municipal Airport , Non-Fatal , Substantial , Airplane , N4UT , Beech , 58 ,2, Reciprocating , Part 135: Air Taxi & Commuter , NSCH ,  , RAM AIR FREIGHT INC ,,,,1, IMC , LANDING ,1/31/2006
 Accident , CHI06CA007 ,10/5/2005," Higginsville, MO ",39.072778,-93.6775,  ,  , Non-Fatal , Substantial , Airplane , N9738L , Beech , C23 ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,2, VMC , LANDING ,2/28/2006
 Accident , DFW06CA005 ,10/4/2005," Tupelo, MS ",34.270278,-88.771667, KTUP , Tupelo Regional , Non-Fatal , Substantial , Airplane , N94684 , Cessna , 152 ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,1, VMC , TAXI ,1/31/2006
 Accident , DFW06CA002 ,10/4/2005," McGregor, TX ",31.465,-97.475278,  ,  , Non-Fatal , Substantial , Airplane , N32476 , Culver , LCA ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,2,, VMC , CRUISE ,1/31/2006
 Accident , ATL06CA002 ,10/4/2005," Pageland, SC ",34.7425,-80.348055, PYG , PAGELAND , Non-Fatal , Substantial , Airplane , N6922T , Piper , PA-28-181 ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,1,,, VMC , GO-AROUND ,1/31/2006
 Accident , SEA06CA002 ,10/3/2005," Creswell, OR ",43.916667,-123.011111, 77S , Hobby Field , Non-Fatal , Substantial , Airplane , N2106D , Beech , D35 ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,1, VMC , LANDING ,1/31/2006
 Accident , NYC06CA053 ,10/3/2005," Providence, RI ",41.723889,-71.428056, PVD , Theodore Francis Green , Non-Fatal , Substantial , Airplane , N72BG , Beech , E-55 ,2, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,2, VMC , APPROACH ,4/25/2006
 Accident , NYC06CA001 ,10/2/2005," Kensington, NH ",42.928334,-70.973056, 06NH , Cole Farm , Non-Fatal , Substantial , Airplane , N89B , Waco , YMF ,1, Reciprocating , Part 91: General Aviation ,  , Instructional ,  ,,,,2, VMC , LANDING ,1/31/2006
 Accident , MIA06CA009 ,10/2/2005," Punta Gorda, FL ",26.922778,-81.995277, KPGD , Charlotte County , Non-Fatal , Substantial , Airplane , N952AC , Cessna , 172N ,1, Reciprocating , Part 91: General Aviation ,  , Instructional ,  ,,,,1, VMC , CRUISE ,1/31/2006
 Accident , DFW06CA001 ,10/2/2005," Addison, TX ",32.968334,-96.836389, ADS , ADDISON , Non-Fatal , Substantial , Airplane , N9880A , Cessna , 195 ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,2, VMC , LANDING ,1/31/2006
 Accident , SEA06CA001 ,10/1/2005," Greenwater, WA ",47.020834,-121.525, 21W , Ranger Creek Airport , Non-Fatal , Destroyed , Airplane , N4175U , Cessna , 150D ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,1,, VMC , TAKEOFF ,1/31/2006
 Accident , ATL06CA001 ,10/1/2005," GREENSBORO, NC ",36.104722,-79.724167,  ,  , Non-Fatal , Substantial , Airplane , N5606S , Beech , D-95A ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,2,2, VMC , CRUISE ,1/31/2006
 Accident , LAX05CA322 ,9/30/2005," Reno, NV ",39.498889,-119.768056, RNO , Reno/Tahoe International , Non-Fatal , Substantial , Airplane , N5394K , Cessna , 172P ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,1, VMC , TAXI ,2/28/2006
 Accident , ATL05CA165 ,9/30/2005," Sparta, TN ",36.059722,,  ,  , Non-Fatal , Substantial , Airplane , N8513U , Cessna , C172F ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,,1, VMC , CRUISE ,1/31/2006
